% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=897764, Sat Jul 28 19:48:44 2018, <python>{}</python>
1 14 0.04840527282546431 1.0000483882674487 2.206789129255252 2.2067891292552519e+00 2.273953343303777 2.3567897364411463   
2 28 0.04746408534655881 1.0815001207893784 2.188079004922128 2.1880790049221281e+00 2.2211733598593497 2.279472527665848   
3 42 0.04700859145299251 1.0980871762602284 2.1586636172472295 2.1586636172472295e+00 2.217470992081425 2.2833892357856227   
4 56 0.047478734364917 1.126516444988359 2.130459662173893 2.1304596621738932e+00 2.1813375488288003 2.2559421181299264   
5 70 0.04813576091203259 1.14857655768261 2.1160889655610897 2.1160889655610897e+00 2.1453233735588393 2.211496632865699   
6 84 0.05031924010869504 1.1681718258512201 2.100098053193453 2.1000980531934532e+00 2.1326056810443097 2.148139561461348   
7 98 0.053326223254419554 1.212386658409244 2.0983811357183 2.0983811357183000e+00 2.107143631018856 2.1214119292332168   
8 112 0.05675970635193168 1.2514635119126063 2.0983811357183 2.0984734782543009e+00 2.1011337233728202 2.1067227241072635   
9 126 0.05932091752640714 1.283808309391821 2.098240593076541 2.0982405930765409e+00 2.100887944168865 2.104980776998088   
10 140 0.06172597590543022 1.30222540698975 2.098240593076541 2.0982906797566558e+00 2.099896374805332 2.154000606477124   
11 154 0.06438127291225025 1.3180726369505993 2.098240593076541 2.0982416337617646e+00 2.0991149237920497 2.130057273724309   
12 168 0.06642058786909563 1.3170431031360246 2.098240593076541 2.0982444612790045e+00 2.1022833590491823 2.128565993995974   
13 182 0.06749126862968079 1.317944234821799 2.098240593076541 2.0982694122153744e+00 2.103512857759747 2.1170534228431626   
14 196 0.06955948995086876 1.3158891106252248 2.098240593076541 2.0982534314552908e+00 2.1012015462301554 2.116147719674914   
15 210 0.07213703844012052 1.3273680672626091 2.098240593076541 2.0982441518701114e+00 2.1020052903466917 2.134025706676339   
16 224 0.07569916904991571 1.3339604255545268 2.098240593076541 2.0984566051417448e+00 2.0998304400750616 2.1143114610582785   
17 238 0.07856256353884229 1.351837801552535 2.0982384154656026 2.0982384154656026e+00 2.099671621380799 2.1116544699065143   
18 252 0.0810661765685502 1.3699416534144415 2.098237605809761 2.0982376058097612e+00 2.1025133634911066 2.1091900101990624   
19 266 0.08242433711105542 1.3879791991404975 2.098237605809761 2.0986331084565428e+00 2.1039331954609484 2.1261244165933535   
20 280 0.08365090913317133 1.4011018522219896 2.098237605809761 2.0982389338149430e+00 2.1023844274511934 2.1337254035314532   
21 294 0.08506221890731128 1.4217249332096626 2.098237605809761 2.0983617343198926e+00 2.103385756260842 2.137269239681708   
22 308 0.08787473085366075 1.451832878608303 2.098237605809761 2.0982423671679822e+00 2.107917538776429 2.1508755047398   
23 322 0.08966072960923462 1.4666211716247273 2.098237605809761 2.0982392460248573e+00 2.102165938509806 2.172657013595554   
24 336 0.09181228829128675 1.4955438032158 2.098237605809761 2.0983411615347061e+00 2.113010074511497 2.1470160546452313   
25 350 0.0925965630133009 1.5310042649022373 2.098237605809761 2.0982553133679596e+00 2.1039138971246243 2.1228142953239315   
26 364 0.0920545880235825 1.5536883165019906 2.098237605809761 2.0989777585217930e+00 2.107980489210292 2.1574759530911463   
27 378 0.0912525522856567 1.5782279041939187 2.098237605809761 2.0982627072199369e+00 2.1024832656248402 2.139267339682252   
28 392 0.09156615214187995 1.6054048873329596 2.098237605809761 2.0993461617324440e+00 2.111833428420355 2.142440767701492   
