% # columns="iter, evals, sigma, 0, fitness, xbest" seed=897764, Sat Jul 28 19:48:44 2018, <python>{}</python>
1 14 0.04840527282546431 0 2.206789129255252 1.1684815580080363 0.2806902744732674 0.3478542369684866 1.6682225674041822 0.5788940558911547 0.8900881539277854 1.2481650101404518 0.43650018879485813 1.0614966143355695 2.2217008329624313 1.7708415713000893 1.3104191829381433 3.752207999870258 2.810483692401013 4.312768910487857 2.516173210523259 3.6352581372239876 5.503698440937798 1.928979272132504 3.208868509097883 1.8645262435898404 4.271493738182206 5.7265881454827054 2.9288822821253984 4.147511204642533 5.048958088536783 1.0243963976558044 0.9307037613632265 3.9906394090601918 8.632485231001663 0.4491202527941527
2 28 0.04746408534655881 0 2.188079004922128 1.1356176342201656 0.34337631557281345 0.416411829428451 1.66791005558029 0.6059338267771675 0.9143367724652246 1.292226642848914 0.4115899097158116 0.9341128816151687 2.2322257237958856 1.7171809064067993 1.3903491654145816 3.7443288046230268 2.687164895558272 4.293271954078462 2.5034556309379163 3.672698242414482 5.457785102000696 1.9775069062063688 3.1993889981529184 1.9399652876284437 4.269248953617394 5.673319123837199 2.975923060732153 4.063829485531354 5.046158584987171 1.1060812770016955 0.8786005173182462 3.957890471522894 8.634651026227608 0.4745401074676579
3 42 0.04700859145299251 0 2.1586636172472295 1.101069681306275 0.3307629616818291 0.30091983152175494 1.680195189063958 0.5486564930757749 0.9665755916941036 1.2939617757161193 0.44263114325895164 0.9638956998529798 2.271609808769419 1.7830615286775748 1.3153617886410158 3.6468150977882026 2.69166497506188 4.397186684867471 2.4364035747461807 3.637150876577617 5.520283451901646 1.9595307328603901 3.1975036040418776 1.921489786493394 4.220412434562906 5.73610511055643 2.9573501980734993 4.075228007127377 5.069650200688076 1.1434088934413358 0.897191010410953 3.9380856818824332 8.631854884353064 0.5206323625049301
4 56 0.047478734364917 0 2.130459662173893 1.1704676709545496 0.3834427300362496 0.3057957165713985 1.6575748662973708 0.5001968834140708 0.9995875968869152 1.2571221674728816 0.3850867168117776 1.043189583495332 2.2810303093864985 1.8716018163100987 1.285716060165353 3.668532431229511 2.802982296362228 4.351557039105757 2.4921876928515037 3.6616351440485144 5.526262847562033 1.9405293566916173 3.1991361335060065 1.901178805062552 4.195486966514206 5.77491135849785 2.9723334415897242 4.0837140219836545 5.108542916926064 0.9834017426968289 0.8856535879064233 3.9760620005363685 8.647464310882771 0.5773191709766846
5 70 0.04813576091203259 0 2.1160889655610897 1.079753229386864 0.3195202625884539 0.38417093508831585 1.6737581572127929 0.5222944771569675 0.995160555971406 1.2904839093718259 0.47923903983946775 1.043284061238615 2.196763821699782 1.7707707939183261 1.2564547281400074 3.725515694676541 2.758805243107398 4.34245516167923 2.4615986825299583 3.6845033127126054 5.6150382950010425 1.9566009885996387 3.215630378567656 1.9223103201456193 4.229393036069445 5.697782596557422 3.005600606455288 4.136156353273134 5.110453947265443 1.0219616885776215 0.8449629904471337 3.940394166348179 8.586768735357557 0.6165533914956
6 84 0.05031924010869504 0 2.100098053193453 1.0392469598604295 0.35061244739271796 0.3067605324274989 1.613815958398416 0.5400545977422639 0.9420568180182777 1.3204193838478222 0.4389277727811427 1.0082632681474792 2.220890132535716 1.7878918105403199 1.3624323873509905 3.8569014680591795 2.743967414952719 4.366493411233114 2.451024491680592 3.612036337421543 5.52390508150411 1.9495583168823731 3.2136125965619917 1.964492062025992 4.172318070444414 5.768427823467993 3.110457223942663 4.108550640561747 5.244398600306455 1.0742800393935459 0.9381582026856841 4.047532190844299 8.510611551141913 0.6938965957836003
7 98 0.053326223254419554 0 2.0983811357183 1.0846672719648973 0.26787802822029205 0.4133095046330195 1.6449733346874196 0.438286269115213 1.031880254573403 1.3495709327893486 0.48706759162069857 1.0571738119377119 2.169676711550225 1.7688613525797716 1.2055354012922461 3.587587350247908 2.754245444481504 4.387246115086681 2.4664195648668503 3.618583420444133 5.627778931511559 1.9192595108224846 3.2046077868201936 1.7542166822527034 4.243533533914489 5.772154388171701 3.0474939500653906 4.12689744793137 5.0597715790114925 0.9585131398909217 0.8724128788101612 3.8902867753279415 8.497290911555858 0.7205261478264902
8 112 0.05675970635193168 0 2.098473478254301 1.0474648589665967 0.34441521608858394 0.39370273093251257 1.5843518250195683 0.5113378466065833 1.0346428289491212 1.3215133764708942 0.543536341546721 1.0407414500928163 2.18299784189554 1.8199300518428536 1.310780042515054 3.6673602814245987 2.8324994494725377 4.377093142654253 2.4592601197950392 3.6227935426626803 5.582242665138497 1.8908424056246225 3.281463189950228 1.8342741195464123 4.2173246058239355 5.695023872608089 3.122392381721772 4.118935781648378 5.092926121083477 0.9953698095327511 0.9357698485880749 3.9560125027743176 8.563989463585143 0.717639042949849
9 126 0.05932091752640714 0 2.098240593076541 1.1617887765446278 0.20735756764934443 0.361821818850587 1.642818043860031 0.42738316741971644 1.0916609031357754 1.3123001955018936 0.594670396225411 1.0699387398348912 2.244547542232485 1.8922393395573591 1.261753635124836 3.627258905277522 2.857079683048931 4.324424626057128 2.4504798891006954 3.7287731309779066 5.628489775976349 1.9230709848142409 3.252402814779909 1.8078818693233276 4.2433452496921085 5.735384489442045 3.0396418454270466 4.123414429139767 5.089678479837783 0.8689849646758132 0.9087760587253947 3.882586526224399 8.654671493125134 0.7322580255715597
10 140 0.06172597590543022 0 2.098290679756656 1.0253140160011809 0.18301127482809249 0.4826532254297226 1.5597511241470559 0.38517969477717096 1.1830616031490435 1.356585883559381 0.5398751556955707 0.9182211628898279 2.2637061432849293 1.7953300865923658 1.2642431425234237 3.62290961286036 2.8027672804061927 4.362073204219899 2.412148159646852 3.6457138543620906 5.600901946150471 1.8854362239184117 3.1900028920868344 1.8555531974939343 4.159688255477263 5.773728270513453 2.9889740265184237 4.185384312913311 5.057855297478989 1.0542651674068713 0.9050954017507745 3.9790405954732373 8.560754896218498 0.7369996653177058
